state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
PA,129,0,1,32,211,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,0
DE,139,0,0,0,139,110,23.63,132.9,93,11.3,272,120,12.24,12.1,1,3.27,0,0
WV,102,0,0,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10,1,2.7,4,0
OK,149,0,0,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,0
OR,113,0,0,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,0
ND,131,0,1,33,177.1,100,30.11,194,85,16.49,253.4,124,11.4,5.2,5,1.4,1,0
MO,83,0,0,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,0
AR,96,0,1,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,0
GA,98,0,0,0,169.9,77,28.88,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,0
TN,3,0,0,0,185,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,0
MA,77,0,1,17,204.9,84,34.83,201,102,17.09,219.7,97,9.89,11.3,5,3.05,0,0
ND,75,0,1,24,225.5,119,38.34,182,108,15.47,270.9,106,12.19,9.4,2,2.54,3,0
NJ,108,0,0,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,0
AL,16,0,0,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,0
NY,115,0,1,16,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,0
PA,108,0,1,25,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,0
VT,107,0,0,0,189.7,76,32.25,156.1,65,13.27,244,91,10.98,8.3,3,2.24,5,0
CT,147,0,0,0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,0
MO,107,0,0,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,0
WV,120,0,0,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,0
NJ,107,0,1,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,0
AK,58,0,0,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,0
LA,91,0,0,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,0
AL,13,0,0,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,0
IN,104,0,0,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,0
MA,93,0,1,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,0
DE,95,0,0,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,0
SC,104,0,0,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10,4,2.7,3,0
LA,62,0,0,0,186.8,94,31.76,207.6,92,17.65,195,98,8.78,8.8,4,2.38,3,0
MS,143,0,0,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,0
NM,62,0,0,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,0
SC,41,0,0,0,207.2,138,35.22,214.1,83,18.2,193,105,8.69,11.9,4,3.21,1,0
MT,34,0,1,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,0
NM,183,0,0,0,190,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,0
AZ,94,0,0,0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2,0
CT,73,0,1,47,173.7,117,29.53,204,114,17.34,174.6,94,7.86,6.3,3,1.7,2,0
IL,123,0,0,0,114.8,94,19.52,150,104,12.75,268.6,119,12.09,9.6,4,2.59,2,0
IN,64,0,0,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,0
RI,33,0,0,0,184.4,111,31.35,203.8,110,17.32,237.4,100,10.68,9.3,5,2.51,3,0
ND,27,0,0,0,227.4,67,38.66,248,115,21.08,61.4,109,2.76,7.8,6,2.11,1,0
NH,123,0,0,0,224,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,0
NV,148,0,0,0,216.2,95,36.75,185.7,105,15.78,300,143,13.5,10,5,2.7,2,0
UT,81,0,0,0,129.9,121,22.08,230.1,105,19.56,140.5,123,6.32,13.3,3,3.59,0,0
NC,122,0,1,30,230.1,108,39.12,287.6,76,24.45,177.1,85,7.97,6.9,3,1.86,2,0
MI,52,0,0,0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11,5,2.97,1,0
WI,91,0,1,44,216.6,101,36.82,173.1,98,14.71,242.1,95,10.89,9.1,3,2.46,1,0
NH,152,0,0,0,228.1,93,38.78,136.4,106,11.59,197.3,107,8.88,9,2,2.43,1,0
CT,67,0,0,0,115.5,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0,0
NH,100,0,0,0,218.8,125,37.2,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1,0
WY,41,0,0,0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3,0
OR,133,0,0,0,143.8,71,24.45,184,131,15.64,275.5,132,12.4,12.9,4,3.48,3,0
SC,36,0,1,43,29.9,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2,0
MD,51,0,1,28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,0
NY,122,0,0,0,141.4,128,24.04,146.4,70,12.44,123,75,5.54,8.1,4,2.19,0,0
NM,84,0,1,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,0
LA,91,0,0,0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,0
UT,110,0,0,0,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1,0
AL,91,1,0,0,151.8,115,25.81,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1,0
DE,121,0,0,0,215.6,74,36.65,192.9,98,16.4,144,103,6.48,10.1,4,2.73,5,0
WV,109,0,0,0,180,100,30.6,229,103,19.47,139.4,105,6.27,7.8,8,2.11,3,0
KY,95,0,0,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,0
NC,72,0,0,0,196.5,88,33.41,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84,0,0
WV,73,0,0,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,0
AZ,108,0,0,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,0
WV,58,0,1,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,0
ND,148,1,0,0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1,0
OK,35,0,1,37,181.2,76,30.8,177.6,98,15.1,228,136,10.26,5,3,1.35,2,0
IA,88,0,0,0,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,0
NE,67,0,1,41,174.7,86,29.7,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0,0
ID,77,0,1,29,211.1,89,35.89,223.5,97,19,148.4,106,6.68,9.7,9,2.62,2,0
OR,124,0,0,0,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1,0
SD,30,0,0,0,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0,0
DE,53,0,1,32,131.2,63,22.3,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2,0
WA,152,0,0,0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,0
CT,100,1,0,0,107.2,98,18.22,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1,0
MN,59,0,1,32,211.9,120,36.02,202.9,136,17.25,213.5,95,9.61,8.8,5,2.38,1,0
WA,143,0,0,0,160.4,120,27.27,285.9,104,24.3,182.5,85,8.21,6.9,4,1.86,3,0
PA,142,0,1,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,0
ID,105,0,0,0,232.6,96,39.54,253.4,117,21.54,154,101,6.93,10.5,9,2.84,1,0
WA,143,0,0,0,133.4,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1,0
DC,93,0,1,22,306.2,123,52.05,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16,0,0
KY,79,0,0,0,236.8,135,40.26,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2,0
TN,93,1,0,0,168.4,114,28.63,276,127,23.46,196.2,48,8.83,11.4,3,3.08,1,0
ID,103,0,0,0,70.9,134,12.05,134.5,112,11.43,168.8,164,7.6,12,6,3.24,2,0
WV,144,0,1,38,105,86,17.85,121.8,123,10.35,221.5,122,9.97,3.7,4,1,0,0
WI,93,0,0,0,152.1,141,25.86,215.5,107,18.32,262.4,111,11.81,12,7,3.24,1,0
OK,149,1,0,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,0
WV,23,0,1,31,156.6,84,26.62,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54,1,0
SD,221,0,1,24,180.5,85,30.69,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0,0
KS,164,0,1,30,238.8,100,40.6,230,121,19.55,206.3,66,9.28,13.2,8,3.56,1,0
NC,104,0,1,18,182.1,66,30.96,213.6,65,18.16,193,108,8.69,13.4,9,3.62,2,0
NY,150,0,1,35,139.6,72,23.73,332.8,170,28.29,213.8,105,9.62,8.8,2,2.38,2,0
WI,184,0,1,12,200.3,76,34.05,253.6,105,21.56,149.3,93,6.72,10.2,5,2.75,0,0
SC,88,0,0,0,153.5,94,26.1,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3,1,0
UT,61,1,1,29,128.2,119,21.79,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3,0
NC,110,0,0,0,159.5,145,27.12,202.3,101,17.2,256,96,11.52,16.7,2,4.51,2,0
AR,33,0,0,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,0
NY,209,0,0,0,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0,0
OR,27,0,0,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,15,6,4.05,5,0
IL,117,0,0,0,201.9,86,34.32,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,0
MA,87,0,0,0,186.9,79,31.77,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,0
CT,129,0,1,27,196.6,89,33.42,180.6,95,15.35,245,83,11.03,6.6,5,1.78,1,0
WI,142,0,0,0,232.1,102,39.46,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1,0
OK,112,0,0,0,166,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0,0
DE,75,0,1,28,200.6,96,34.1,164.1,111,13.95,169.6,153,7.63,2.5,5,0.68,1,0
AZ,97,0,1,25,141,101,23.97,212,85,18.02,175.2,138,7.88,4.9,2,1.32,3,0
AK,121,0,1,34,245,95,41.65,216.9,66,18.44,112.4,125,5.06,7.5,8,2.03,0,0
MI,142,1,0,0,140.8,140,23.94,228.6,119,19.43,152.9,88,6.88,10.9,7,2.94,1,0
SD,87,0,1,33,125,99,21.25,235.3,81,20,215.3,95,9.69,10.2,7,2.75,2,0
SD,34,0,0,0,180.6,65,30.7,280.4,99,23.83,292.4,105,13.16,5,3,1.35,1,0
MA,58,0,1,30,178.1,111,30.28,236.7,109,20.12,264,118,11.88,8.4,2,2.27,0,0
KS,101,0,0,0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,0
OR,89,0,0,0,111.2,101,18.9,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3,0
NJ,93,0,0,0,146.3,85,24.87,216.6,95,18.41,233,82,10.49,11.5,3,3.11,0,0
OH,160,0,0,0,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,0
NM,55,0,0,0,132,103,22.44,279.6,114,23.77,180,74,8.1,13.5,4,3.65,0,0
OH,88,0,0,0,274.6,105,46.68,161.1,121,13.69,194.4,123,8.75,9.2,4,2.48,2,0
MI,63,0,0,0,185.3,87,31.5,225.3,87,19.15,194.3,93,8.74,11.7,3,3.16,0,0
KS,127,0,1,24,154.8,69,26.32,177.2,105,15.06,207.6,102,9.34,9,4,2.43,1,0
IL,57,0,1,30,179.2,105,30.46,283.2,83,24.07,228.1,77,10.26,14.7,5,3.97,1,0
AR,115,0,0,0,268,115,45.56,153.6,106,13.06,232.3,65,10.45,17,1,4.59,3,0
NY,171,0,0,0,137.5,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2,0
WY,148,0,0,0,243,115,41.31,191.8,91,16.3,117.8,93,5.3,13.4,5,3.62,2,0
NC,127,0,0,0,134.9,79,22.93,221.5,114,18.83,113.8,118,5.12,15,2,4.05,1,0
OR,61,0,0,0,234.2,76,39.81,216.7,108,18.42,130.6,122,5.88,13.9,2,3.75,1,0
VT,131,0,0,0,175.1,73,29.77,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97,1,0
SD,88,0,0,0,142.2,107,24.17,262.4,84,22.3,139.2,99,6.26,10.1,5,2.73,1,0
DC,130,0,0,0,132.4,81,22.51,200.3,110,17.03,202.5,103,9.11,6,1,1.62,2,0
RI,89,0,1,24,97.8,98,16.63,207.2,67,17.61,214.5,126,9.65,5.9,2,1.59,0,0
OK,138,0,1,33,155.2,139,26.38,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62,3,0
MN,115,0,0,0,200.2,92,34.03,244.9,107,20.82,190.9,96,8.59,8.8,3,2.38,1,0
WV,117,1,0,0,198.4,121,33.73,249.5,104,21.21,162.8,115,7.33,10.5,5,2.84,1,0
NH,60,0,0,0,180.3,67,30.65,208,68,17.68,181.2,101,8.15,12.8,6,3.46,2,0
WI,62,0,0,0,86.3,84,14.67,238.7,99,20.29,238.4,79,10.73,12.5,1,3.38,2,0
IN,131,0,0,0,240.9,108,40.95,167.4,91,14.23,322.2,109,14.5,14.7,8,3.97,3,0
IN,65,0,0,0,207.7,109,35.31,217.5,117,18.49,125.6,111,5.65,8,5,2.16,1,0
NY,120,0,1,27,128.5,115,21.85,163.7,91,13.91,242.9,121,10.93,0,0,0,1,0
OR,142,0,1,22,224.4,114,38.15,146,106,12.41,241.4,98,10.86,8.8,2,2.38,1,0
OK,134,0,0,0,164.9,115,28.03,126.5,96,10.75,238.5,125,10.73,10,9,2.7,2,0
WI,87,0,0,0,238,97,40.46,164.5,97,13.98,282.5,132,12.71,10.6,6,2.86,2,0
NJ,139,0,1,43,231,85,39.27,222.3,82,18.9,148,105,6.66,8.3,5,2.24,2,0
UT,100,0,0,0,185,122,31.45,182.5,92,15.51,274.9,92,12.37,5.1,8,1.38,1,0
DC,99,0,1,31,244.1,71,41.5,203.4,58,17.29,234,115,10.53,7.7,4,2.08,3,0
AK,99,0,0,0,238.4,96,40.53,246.5,130,20.95,198.4,117,8.93,12.4,4,3.35,3,0
AZ,48,0,1,27,141.1,109,23.99,224.7,94,19.1,174.3,122,7.84,13.2,2,3.56,1,0
KS,57,0,0,0,158.1,117,26.88,115.2,149,9.79,182.4,92,8.21,11.8,7,3.19,0,0
OH,106,0,1,30,220.1,105,37.42,222.2,109,18.89,158.4,96,7.13,13.1,8,3.54,0,0
SC,78,0,0,0,109.5,105,18.62,286.1,90,24.32,247.6,113,11.14,4.9,9,1.32,1,0
TN,39,0,0,0,187.2,110,31.82,114.7,116,9.75,104.7,83,4.71,13.2,5,3.56,1,0
CA,127,0,0,0,107.9,128,18.34,187,77,15.9,218.5,95,9.83,0,0,0,0,0
IN,114,0,0,0,203.8,85,34.65,87.8,110,7.46,166.2,122,7.48,11.7,4,3.16,1,0
RI,95,0,0,0,160,133,27.2,215.3,98,18.3,188.9,87,8.5,9.1,4,2.46,0,0
MO,116,0,0,0,51.1,106,8.69,208.6,137,17.73,198,92,8.91,12.3,3,3.32,1,0
TN,110,0,0,0,227.7,88,38.71,170,96,14.45,128.7,57,5.79,11.7,5,3.16,1,0
CT,74,0,0,0,203.8,77,34.65,205.1,111,17.43,154.9,109,6.97,9,2,2.43,1,0
ME,148,0,1,33,241.7,84,41.09,165.8,84,14.09,160.6,80,7.23,11.3,3,3.05,1,0
MD,83,0,0,0,78.1,70,13.28,239.3,115,20.34,144.4,112,6.5,12.3,4,3.32,1,0
NC,73,0,0,0,187.8,95,31.93,149.2,143,12.68,201.4,113,9.06,11,4,2.97,2,0
SC,111,0,1,21,127.1,94,21.61,228.3,116,19.41,166.7,108,7.5,7.1,3,1.92,1,0
LA,75,1,0,0,153.2,78,26.04,210.8,99,17.92,153.5,100,6.91,7.8,3,2.11,1,0
WI,114,0,1,26,137.1,88,23.31,155.7,125,13.23,247.6,94,11.14,11.5,7,3.11,2,0
IN,58,0,1,22,224.1,127,38.1,238.8,85,20.3,174.2,86,7.84,11.5,7,3.11,2,0
AL,106,0,1,29,83.6,131,14.21,203.9,131,17.33,229.5,73,10.33,8.1,3,2.19,1,0
OK,172,0,0,0,203.9,109,34.66,234,123,19.89,160.7,65,7.23,17.8,4,4.81,4,0
IA,45,0,0,0,211.3,87,35.92,165.7,97,14.08,265.9,72,11.97,13.3,6,3.59,1,0
VT,100,1,0,0,219.4,112,37.3,225.7,102,19.18,255.3,95,11.49,12,4,3.24,4,0
NY,94,0,0,0,190.4,91,32.37,92,107,7.82,224.8,108,10.12,13.6,17,3.67,2,0
LA,128,0,0,0,147.7,94,25.11,283.3,83,24.08,188.3,124,8.47,6.9,5,1.86,2,0
SC,181,0,0,0,229.9,130,39.08,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2,0
ID,127,0,0,0,102.8,128,17.48,143.7,95,12.21,191.4,97,8.61,10,5,2.7,1,0
MO,89,0,0,0,178.7,81,30.38,233.7,74,19.86,131.9,120,5.94,9.1,4,2.46,1,0
ME,149,0,1,18,148.5,106,25.25,114.5,106,9.73,178.3,98,8.02,6.5,4,1.76,0,0
MS,103,0,1,29,164.1,111,27.9,219.1,96,18.62,220.3,108,9.91,12.3,9,3.32,0,0
SD,163,1,0,0,197.2,90,33.52,188.5,113,16.02,211.1,94,9.5,7.8,8,2.11,1,0
OK,52,0,0,0,124.9,131,21.23,300.5,118,25.54,192.5,106,8.66,11.6,4,3.13,2,0
WY,89,0,0,0,115.4,99,19.62,209.9,115,17.84,280.9,112,12.64,15.9,6,4.29,3,0
VT,60,0,0,0,193.9,118,32.96,85,110,7.23,210.1,134,9.45,13.2,8,3.56,3,0
WV,159,0,0,0,169.8,114,28.87,197.7,105,16.8,193.7,82,8.72,11.6,4,3.13,1,0
OH,78,0,0,0,193.4,99,32.88,116.9,88,9.94,243.3,109,10.95,9.3,4,2.51,2,0
OH,96,0,0,0,106.6,128,18.12,284.8,87,24.21,178.9,92,8.05,14.9,7,4.02,1,0
SC,79,0,0,0,134.7,98,22.9,189.7,68,16.12,221.4,128,9.96,11.8,5,3.19,2,0
AZ,192,0,1,36,156.2,77,26.55,215.5,126,18.32,279.1,83,12.56,9.9,6,2.67,2,0
WV,68,0,0,0,231.1,57,39.29,153.4,55,13.04,191.3,123,8.61,9.6,4,2.59,3,0
RI,28,0,0,0,180.8,109,30.74,288.8,58,24.55,191.9,91,8.64,14.1,6,3.81,2,0
CT,184,1,0,0,213.8,105,36.35,159.6,84,13.57,139.2,137,6.26,5,10,1.35,2,0
TN,74,0,1,25,234.4,113,39.85,265.9,82,22.6,241.4,77,10.86,13.7,4,3.7,0,0
IN,65,0,0,0,129.1,137,21.95,228.5,83,19.42,208.8,111,9.4,12.7,6,3.43,4,1
NY,161,0,0,0,332.9,67,56.59,317.8,97,27.01,160.6,128,7.23,5.4,9,1.46,4,1
CO,77,0,0,0,62.4,89,10.61,169.9,121,14.44,209.6,64,9.43,5.7,6,1.54,5,1
AZ,12,0,0,0,249.6,118,42.43,252.4,119,21.45,280.2,90,12.61,11.8,3,3.19,1,1
MD,135,1,1,41,173.1,85,29.43,203.9,107,17.33,122.2,78,5.5,14.6,15,3.94,0,1
ID,119,0,0,0,159.1,114,27.05,231.3,117,19.66,143.2,91,6.44,8.8,3,2.38,5,1
WY,87,0,0,0,151,83,25.67,219.7,116,18.67,203.9,127,9.18,9.7,3,2.62,5,1
CO,121,0,1,30,198.4,129,33.73,75.3,77,6.4,181.2,77,8.15,5.8,3,1.57,3,1
TX,150,0,0,0,178.9,101,30.41,169.1,110,14.37,148.6,100,6.69,13.8,3,3.73,4,1
DC,82,0,0,0,300.3,109,51.05,181,100,15.39,270.1,73,12.15,11.7,4,3.16,0,1
NY,144,0,0,0,61.6,117,10.47,77.1,85,6.55,173,99,7.79,8.2,7,2.21,4,1
TX,106,0,0,0,210.6,96,35.8,249.2,85,21.18,191.4,88,8.61,12.4,1,3.35,2,1
IN,94,0,0,0,157.9,105,26.84,155,101,13.18,189.6,84,8.53,8,5,2.16,4,1
NJ,128,0,0,0,237.9,125,40.44,247.6,93,21.05,208.9,68,9.4,13.9,4,3.75,1,1
LA,155,0,0,0,203.4,100,34.58,190.9,104,16.23,196,119,8.82,8.9,4,2.4,0,1
MS,120,0,0,0,212.1,131,36.06,209.4,104,17.8,167.2,96,7.52,5.3,5,1.43,1,1
ID,77,0,0,0,251.8,72,42.81,205.7,126,17.48,275.2,109,12.38,9.8,7,2.65,2,1
ME,36,1,1,42,196.8,89,33.46,254.9,122,21.67,138.3,126,6.22,20,6,5.4,0,1
NV,74,0,0,0,282.5,114,48.03,219.9,48,18.69,170,115,7.65,9.4,4,2.54,1,1
MS,162,0,0,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,1
MS,61,0,1,27,187.5,124,31.88,146.6,103,12.46,225.7,129,10.16,6.4,6,1.73,4,1
VT,117,1,0,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,1
OH,83,0,0,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,1
AK,126,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1
TX,208,0,0,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1
ME,131,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1
FL,70,1,0,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,1
MD,136,0,0,0,250.2,121,42.53,267.1,118,22.7,151,114,6.8,13,2,3.51,1,1
MD,93,1,0,0,312,109,53.04,129.4,100,11,217.6,74,9.79,10.5,2,2.84,0,1
MN,139,0,0,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,1
NV,137,1,0,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,1
VA,108,0,0,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,1
OR,33,0,1,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,1
KS,92,1,0,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,1
SD,144,0,1,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,1
OK,89,0,0,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,1
CT,96,0,1,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,1
FL,127,0,0,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,1
RI,121,0,0,0,170.4,108,28.97,350.5,68,29.79,297,87,13.37,11.2,3,3.02,0,1
VT,113,0,0,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,1
IN,122,0,0,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,1
MN,62,0,0,0,248.7,109,42.28,220,118,18.7,265.7,78,11.96,13.2,2,3.56,1,1
SD,128,1,1,32,223.5,81,38,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,1
MT,54,0,0,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,1
AL,86,0,0,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,1
GA,89,0,0,0,213,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,1
FL,100,0,0,0,107,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,1
MS,64,1,0,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,1
CO,159,1,0,0,257.1,53,43.71,312.2,127,26.54,183,82,8.24,8.8,6,2.38,1,1
CO,154,0,0,0,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,1
CA,151,1,0,0,218,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0,1
MO,95,1,0,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,1
WI,16,0,0,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,1
OR,94,0,0,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2,2,0.54,1,1
DC,66,0,0,0,167.3,91,28.44,230,68,19.55,191.7,118,8.63,10.6,5,2.86,1,1
DE,122,0,0,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,1
DE,113,0,0,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,1
DE,224,1,0,0,171.5,99,29.16,160,103,13.6,212.4,102,9.56,5,2,1.35,1,1
KS,46,0,0,0,250.3,100,42.55,260.6,90,22.15,195,104,8.78,13.3,2,3.59,2,1
OH,100,0,0,0,278,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,1
OH,97,0,0,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3,1,1
MA,88,0,0,0,264.8,124,45.02,245.4,112,20.86,160.5,115,7.22,14.8,2,4,1,1
NV,71,1,0,0,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3,1
FL,132,0,1,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,1
WV,72,0,1,33,96.6,59,16.42,315.4,98,26.81,163.3,117,7.35,6.2,4,1.67,4,1
AL,55,1,0,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,1
ME,92,1,0,0,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,1
ME,75,1,0,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,1
MI,93,1,0,0,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1,1
MO,92,0,0,0,154,122,26.18,329.8,88,28.03,288,117,12.96,5.6,2,1.51,3,1
